,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
8126,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8127,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8128,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8129,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8130,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8131,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8132,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8133,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8134,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8135,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8136,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8139,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8140,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8141,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8142,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8143,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8144,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8145,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8146,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8147,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8148,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8149,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8150,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8151,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8152,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8153,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8154,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8155,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8156,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8157,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8158,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8159,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8160,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8161,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8164,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8165,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8166,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8167,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8168,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8169,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8170,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8171,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8172,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8173,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8174,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8175,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8176,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8177,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8178,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8179,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8180,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8181,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8182,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8183,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8184,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8185,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8188,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8189,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8190,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8191,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8192,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8193,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8194,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8195,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8196,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8197,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8198,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8199,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8200,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8201,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8202,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8203,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8204,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8205,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8206,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8207,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8208,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8209,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8212,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8213,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8214,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8215,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8216,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8217,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8218,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8219,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8220,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8221,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8222,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8223,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8224,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8225,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8226,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8227,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8228,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8229,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8230,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8231,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8232,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8233,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8236,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8237,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8238,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8239,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8240,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8241,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8242,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8243,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8244,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8245,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8246,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8247,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8248,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8249,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8250,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8251,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8252,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8253,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8254,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8255,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8256,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8257,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8260,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8261,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8262,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8263,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8264,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8265,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8266,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8267,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8268,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8269,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8270,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8271,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8272,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8273,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8274,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8275,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8276,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8277,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8278,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8279,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8280,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8281,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8284,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8285,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8286,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8287,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8288,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8289,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8290,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8291,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8292,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8293,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8294,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8295,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8296,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8297,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8298,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8299,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8300,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8301,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8302,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8303,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8304,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8305,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8308,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8309,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8310,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8311,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8312,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8313,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8314,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8315,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8316,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8317,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8318,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8319,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8320,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8321,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8322,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8323,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8324,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8325,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8326,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8327,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8328,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8329,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8332,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8333,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8334,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8335,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8336,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8337,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8338,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8339,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8340,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8341,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8342,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8343,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8344,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8345,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8346,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8347,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8348,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8349,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8350,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8351,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8352,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8353,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8356,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8357,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8358,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8359,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8360,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8361,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8362,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8363,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8364,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8365,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8366,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8367,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8368,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8369,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8370,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8371,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8372,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8373,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8374,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8375,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8377,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8378,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8381,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8382,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8383,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8384,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8385,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8386,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8387,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8388,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8389,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8390,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8391,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8392,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8393,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8394,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8395,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8396,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8397,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8398,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8399,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8401,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8402,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8405,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8406,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8407,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8408,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8409,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8410,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8411,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8412,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8413,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8414,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8415,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8416,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8417,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8418,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8419,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8420,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8421,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8422,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8423,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8427,Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
8428,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8431,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8432,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8433,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8434,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8435,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8436,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8437,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8438,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8439,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8440,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8441,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8442,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8443,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8444,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8445,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8446,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
