,Links,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
5439,https://turbo.az/autos/9055223-changan-qiyuan-a06,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Mühərrik1.5 L / 325 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 700 USD
5440,https://turbo.az/autos/7690815-fiat-tipo,Fiat,Tipo,2023,Mavi,1.5,Mühərrik1.5 L / 130 a.g. / Hibrid,0 km,Avtomat,Bəli,42 500 AZN
5441,https://turbo.az/autos/7769995-jetour-x90-plus,Jetour,X90 PLUS,2024,Mavi,1.6,Mühərrik1.6 L / 197 a.g. / Benzin,0 km,Avtomat,Bəli,54 700 AZN
5442,https://turbo.az/autos/6613412-fiat-ducato,Fiat,Ducato,2018,Ağ,2.3,Mühərrik2.3 L / 130 a.g. / Dizel,0 km,Mexaniki,Bəli,80 000 AZN
5443,https://turbo.az/autos/9059197-byd-qin-l,BYD,Qin L,2024,Ağ,1.5,Mühərrik1.5 L / 264 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 200 USD
5444,https://turbo.az/autos/8850143-jetour-x70c-dm,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Mühərrik1.5 L / 271 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,46 300 AZN
5445,https://turbo.az/autos/8697450-rox-polar-stone-01,ROX (Polar Stone),01,2024,Yaşıl,1.5,Mühərrik1.5 L / 476 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,55 000 USD
5446,https://turbo.az/autos/9099343-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,27 000 AZN
5447,https://turbo.az/autos/8863954-fiat-fiorino,Fiat,Fiorino,2023,Ağ,1.4,Mühərrik1.4 L / 73 a.g. / Benzin,0 km,Mexaniki,Bəli,43 000 AZN
5448,https://turbo.az/autos/8795111-land-rover-discovery,Land Rover,Discovery,2005,Gümüşü,2.7,Mühərrik2.7 L / 190 a.g. / Dizel,241 400 km,Avtomat,Xeyr,14 800 AZN
5449,https://turbo.az/autos/9096379-byd-qin-plus,BYD,Qin Plus,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,24 800 AZN
5450,https://turbo.az/autos/9049635-mercedes-vito-116,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 163 a.g. / Dizel,194 000 km,Avtomat,Xeyr,63 000 AZN
5451,https://turbo.az/autos/9102295-kia-forte,Kia,Forte,2015,Boz,2.0,Mühərrik2.0 L / 173 a.g. / Benzin,137 478 km,Avtomat,Xeyr,17 800 AZN
5452,https://turbo.az/autos/9105877-mercedes-e-220-d,Mercedes,E 220 d,2007,Gümüşü,2.2,Mühərrik2.2 L / 170 a.g. / Dizel,293 000 km,Avtomat,Xeyr,24 000 AZN
5453,https://turbo.az/autos/9079275-toyota-corolla-fielder,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,174 000 km,Variator,Xeyr,17 400 AZN
5454,https://turbo.az/autos/9029665-bmw-520,BMW,520,2024,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,4 000 km,Avtomat,Xeyr,78 500 USD
5455,https://turbo.az/autos/9044552-bmw-530e,BMW,530e,2021,Ağ,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,35 200 km,Avtomat,Xeyr,51 500 USD
5456,https://turbo.az/autos/9024180-mitsubishi-outlander,Mitsubishi,Outlander,2008,Ağ,3.0,Mühərrik3.0 L / 220 a.g. / Benzin,219 000 km,Avtomat,Xeyr,10 900 USD
5457,https://turbo.az/autos/9093345-land-rover-defender,Land Rover,Defender,2020,Boz,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,96 000 USD
5458,https://turbo.az/autos/9077445-land-rover-range-rover,Land Rover,Range Rover,2019,Qara,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,75 000 USD
5459,https://turbo.az/autos/9045668-bmw-320,BMW,320,2015,Göy,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,185 256 km,Avtomat,Xeyr,8 900 USD
5460,https://turbo.az/autos/9050007-hyundai-santa-fe,Hyundai,Santa Fe,2014,Ağ,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,107 000 km,Avtomat,Xeyr,35 200 AZN
5461,https://turbo.az/autos/8984389-kia-ceed,Kia,Ceed,2011,Boz,1.6,Mühərrik1.6 L / 115 a.g. / Dizel,237 467 km,Mexaniki,Xeyr,15 100 AZN
5462,https://turbo.az/autos/9032696-infiniti-q70s,Infiniti,Q70S,2016,Qara,3.7,Mühərrik3.7 L / 333 a.g. / Benzin,112 000 km,Avtomat,Xeyr,36 000 USD
5463,https://turbo.az/autos/8907407-kia-sorento,Kia,Sorento,2018,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,47 500 km,Avtomat,Xeyr,48 500 AZN
5464,https://turbo.az/autos/9055223-changan-qiyuan-a06,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Mühərrik1.5 L / 325 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 700 USD
5465,https://turbo.az/autos/7690815-fiat-tipo,Fiat,Tipo,2023,Mavi,1.5,Mühərrik1.5 L / 130 a.g. / Hibrid,0 km,Avtomat,Bəli,42 500 AZN
5466,https://turbo.az/autos/7769995-jetour-x90-plus,Jetour,X90 PLUS,2024,Mavi,1.6,Mühərrik1.6 L / 197 a.g. / Benzin,0 km,Avtomat,Bəli,54 700 AZN
5467,https://turbo.az/autos/6613412-fiat-ducato,Fiat,Ducato,2018,Ağ,2.3,Mühərrik2.3 L / 130 a.g. / Dizel,0 km,Mexaniki,Bəli,80 000 AZN
5468,https://turbo.az/autos/9059197-byd-qin-l,BYD,Qin L,2024,Ağ,1.5,Mühərrik1.5 L / 264 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 200 USD
5469,https://turbo.az/autos/8850143-jetour-x70c-dm,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Mühərrik1.5 L / 271 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,46 300 AZN
5470,https://turbo.az/autos/8697450-rox-polar-stone-01,ROX (Polar Stone),01,2024,Yaşıl,1.5,Mühərrik1.5 L / 476 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,55 000 USD
5471,https://turbo.az/autos/9099343-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,27 000 AZN
5472,https://turbo.az/autos/8736359-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,14 900 USD
5473,https://turbo.az/autos/9102359-mercedes-sprinter-316,Mercedes,Sprinter 316,2017,Ağ,2.7,Mühərrik2.7 L / 163 a.g. / Dizel,427 000 km,Mexaniki,Xeyr,69 500 AZN
5474,https://turbo.az/autos/8795111-land-rover-discovery,Land Rover,Discovery,2005,Gümüşü,2.7,Mühərrik2.7 L / 190 a.g. / Dizel,241 400 km,Avtomat,Xeyr,14 800 AZN
5475,https://turbo.az/autos/9096379-byd-qin-plus,BYD,Qin Plus,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,24 800 AZN
5476,https://turbo.az/autos/9049635-mercedes-vito-116,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 163 a.g. / Dizel,194 000 km,Avtomat,Xeyr,63 000 AZN
5477,https://turbo.az/autos/9102295-kia-forte,Kia,Forte,2015,Boz,2.0,Mühərrik2.0 L / 173 a.g. / Benzin,137 478 km,Avtomat,Xeyr,17 800 AZN
5478,https://turbo.az/autos/9105877-mercedes-e-220-d,Mercedes,E 220 d,2007,Gümüşü,2.2,Mühərrik2.2 L / 170 a.g. / Dizel,293 000 km,Avtomat,Xeyr,24 000 AZN
5479,https://turbo.az/autos/9079275-toyota-corolla-fielder,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,174 000 km,Variator,Xeyr,17 400 AZN
5480,https://turbo.az/autos/9029665-bmw-520,BMW,520,2024,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,4 000 km,Avtomat,Xeyr,78 500 USD
5481,https://turbo.az/autos/9044552-bmw-530e,BMW,530e,2021,Ağ,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,35 200 km,Avtomat,Xeyr,51 500 USD
5482,https://turbo.az/autos/9024180-mitsubishi-outlander,Mitsubishi,Outlander,2008,Ağ,3.0,Mühərrik3.0 L / 220 a.g. / Benzin,219 000 km,Avtomat,Xeyr,10 900 USD
5483,https://turbo.az/autos/9093345-land-rover-defender,Land Rover,Defender,2020,Boz,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,96 000 USD
5484,https://turbo.az/autos/9077445-land-rover-range-rover,Land Rover,Range Rover,2019,Qara,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,75 000 USD
5485,https://turbo.az/autos/9045668-bmw-320,BMW,320,2015,Göy,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,185 256 km,Avtomat,Xeyr,8 900 USD
5486,https://turbo.az/autos/9050007-hyundai-santa-fe,Hyundai,Santa Fe,2014,Ağ,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,107 000 km,Avtomat,Xeyr,35 200 AZN
5487,https://turbo.az/autos/8984389-kia-ceed,Kia,Ceed,2011,Boz,1.6,Mühərrik1.6 L / 115 a.g. / Dizel,237 467 km,Mexaniki,Xeyr,15 100 AZN
5488,https://turbo.az/autos/9032696-infiniti-q70s,Infiniti,Q70S,2016,Qara,3.7,Mühərrik3.7 L / 333 a.g. / Benzin,112 000 km,Avtomat,Xeyr,36 000 USD
5489,https://turbo.az/autos/8907407-kia-sorento,Kia,Sorento,2018,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,47 500 km,Avtomat,Xeyr,48 500 AZN
5490,https://turbo.az/autos/9055223-changan-qiyuan-a06,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Mühərrik1.5 L / 325 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 700 USD
5491,https://turbo.az/autos/7690815-fiat-tipo,Fiat,Tipo,2023,Mavi,1.5,Mühərrik1.5 L / 130 a.g. / Hibrid,0 km,Avtomat,Bəli,42 500 AZN
5492,https://turbo.az/autos/7769995-jetour-x90-plus,Jetour,X90 PLUS,2024,Mavi,1.6,Mühərrik1.6 L / 197 a.g. / Benzin,0 km,Avtomat,Bəli,54 700 AZN
5493,https://turbo.az/autos/6613412-fiat-ducato,Fiat,Ducato,2018,Ağ,2.3,Mühərrik2.3 L / 130 a.g. / Dizel,0 km,Mexaniki,Bəli,80 000 AZN
5494,https://turbo.az/autos/9059197-byd-qin-l,BYD,Qin L,2024,Ağ,1.5,Mühərrik1.5 L / 264 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 200 USD
5495,https://turbo.az/autos/8850143-jetour-x70c-dm,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Mühərrik1.5 L / 271 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,46 300 AZN
5496,https://turbo.az/autos/8736359-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,14 900 USD
5497,https://turbo.az/autos/9102359-mercedes-sprinter-316,Mercedes,Sprinter 316,2017,Ağ,2.7,Mühərrik2.7 L / 163 a.g. / Dizel,427 000 km,Mexaniki,Xeyr,69 500 AZN
5498,https://turbo.az/autos/8795111-land-rover-discovery,Land Rover,Discovery,2005,Gümüşü,2.7,Mühərrik2.7 L / 190 a.g. / Dizel,241 400 km,Avtomat,Xeyr,14 800 AZN
5499,https://turbo.az/autos/9096379-byd-qin-plus,BYD,Qin Plus,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,24 800 AZN
5500,https://turbo.az/autos/9049635-mercedes-vito-116,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 163 a.g. / Dizel,194 000 km,Avtomat,Xeyr,63 000 AZN
5501,https://turbo.az/autos/9102295-kia-forte,Kia,Forte,2015,Boz,2.0,Mühərrik2.0 L / 173 a.g. / Benzin,137 478 km,Avtomat,Xeyr,17 800 AZN
5502,https://turbo.az/autos/9105877-mercedes-e-220-d,Mercedes,E 220 d,2007,Gümüşü,2.2,Mühərrik2.2 L / 170 a.g. / Dizel,293 000 km,Avtomat,Xeyr,24 000 AZN
5503,https://turbo.az/autos/9079275-toyota-corolla-fielder,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,174 000 km,Variator,Xeyr,17 400 AZN
5504,https://turbo.az/autos/9029665-bmw-520,BMW,520,2024,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,4 000 km,Avtomat,Xeyr,78 500 USD
5505,https://turbo.az/autos/9044552-bmw-530e,BMW,530e,2021,Ağ,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,35 200 km,Avtomat,Xeyr,51 500 USD
5506,https://turbo.az/autos/9024180-mitsubishi-outlander,Mitsubishi,Outlander,2008,Ağ,3.0,Mühərrik3.0 L / 220 a.g. / Benzin,219 000 km,Avtomat,Xeyr,10 900 USD
5507,https://turbo.az/autos/9093345-land-rover-defender,Land Rover,Defender,2020,Boz,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,96 000 USD
5508,https://turbo.az/autos/9077445-land-rover-range-rover,Land Rover,Range Rover,2019,Qara,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,75 000 USD
5509,https://turbo.az/autos/9045668-bmw-320,BMW,320,2015,Göy,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,185 256 km,Avtomat,Xeyr,8 900 USD
5510,https://turbo.az/autos/9050007-hyundai-santa-fe,Hyundai,Santa Fe,2014,Ağ,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,107 000 km,Avtomat,Xeyr,35 200 AZN
5511,https://turbo.az/autos/8984389-kia-ceed,Kia,Ceed,2011,Boz,1.6,Mühərrik1.6 L / 115 a.g. / Dizel,237 467 km,Mexaniki,Xeyr,15 100 AZN
5512,https://turbo.az/autos/9032696-infiniti-q70s,Infiniti,Q70S,2016,Qara,3.7,Mühərrik3.7 L / 333 a.g. / Benzin,112 000 km,Avtomat,Xeyr,36 000 USD
5513,https://turbo.az/autos/8907407-kia-sorento,Kia,Sorento,2018,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,47 500 km,Avtomat,Xeyr,48 500 AZN
5514,https://turbo.az/autos/9055223-changan-qiyuan-a06,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Mühərrik1.5 L / 325 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 700 USD
5515,https://turbo.az/autos/7690815-fiat-tipo,Fiat,Tipo,2023,Mavi,1.5,Mühərrik1.5 L / 130 a.g. / Hibrid,0 km,Avtomat,Bəli,42 500 AZN
5516,https://turbo.az/autos/7769995-jetour-x90-plus,Jetour,X90 PLUS,2024,Mavi,1.6,Mühərrik1.6 L / 197 a.g. / Benzin,0 km,Avtomat,Bəli,54 700 AZN
5517,https://turbo.az/autos/6613412-fiat-ducato,Fiat,Ducato,2018,Ağ,2.3,Mühərrik2.3 L / 130 a.g. / Dizel,0 km,Mexaniki,Bəli,80 000 AZN
5518,https://turbo.az/autos/9059197-byd-qin-l,BYD,Qin L,2024,Ağ,1.5,Mühərrik1.5 L / 264 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 200 USD
5519,https://turbo.az/autos/8850143-jetour-x70c-dm,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Mühərrik1.5 L / 271 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,46 300 AZN
5520,https://turbo.az/autos/9071824-bmw-x5,BMW,X5,2016,Ağ,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,85 950 km,Avtomat,Xeyr,33 500 USD
5521,https://turbo.az/autos/8736359-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,14 900 USD
5522,https://turbo.az/autos/9102359-mercedes-sprinter-316,Mercedes,Sprinter 316,2017,Ağ,2.7,Mühərrik2.7 L / 163 a.g. / Dizel,427 000 km,Mexaniki,Xeyr,69 500 AZN
5523,https://turbo.az/autos/8795111-land-rover-discovery,Land Rover,Discovery,2005,Gümüşü,2.7,Mühərrik2.7 L / 190 a.g. / Dizel,241 400 km,Avtomat,Xeyr,14 800 AZN
5524,https://turbo.az/autos/9096379-byd-qin-plus,BYD,Qin Plus,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,24 800 AZN
5525,https://turbo.az/autos/9049635-mercedes-vito-116,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 163 a.g. / Dizel,194 000 km,Avtomat,Xeyr,63 000 AZN
5526,https://turbo.az/autos/9102295-kia-forte,Kia,Forte,2015,Boz,2.0,Mühərrik2.0 L / 173 a.g. / Benzin,137 478 km,Avtomat,Xeyr,17 800 AZN
5527,https://turbo.az/autos/9105877-mercedes-e-220-d,Mercedes,E 220 d,2007,Gümüşü,2.2,Mühərrik2.2 L / 170 a.g. / Dizel,293 000 km,Avtomat,Xeyr,24 000 AZN
5528,https://turbo.az/autos/9079275-toyota-corolla-fielder,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,174 000 km,Variator,Xeyr,17 400 AZN
5529,https://turbo.az/autos/9029665-bmw-520,BMW,520,2024,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,4 000 km,Avtomat,Xeyr,78 500 USD
5530,https://turbo.az/autos/9044552-bmw-530e,BMW,530e,2021,Ağ,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,35 200 km,Avtomat,Xeyr,51 500 USD
5531,https://turbo.az/autos/9024180-mitsubishi-outlander,Mitsubishi,Outlander,2008,Ağ,3.0,Mühərrik3.0 L / 220 a.g. / Benzin,219 000 km,Avtomat,Xeyr,10 900 USD
5532,https://turbo.az/autos/9093345-land-rover-defender,Land Rover,Defender,2020,Boz,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,96 000 USD
5533,https://turbo.az/autos/9077445-land-rover-range-rover,Land Rover,Range Rover,2019,Qara,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,75 000 USD
5534,https://turbo.az/autos/9045668-bmw-320,BMW,320,2015,Göy,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,185 256 km,Avtomat,Xeyr,8 900 USD
5535,https://turbo.az/autos/9050007-hyundai-santa-fe,Hyundai,Santa Fe,2014,Ağ,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,107 000 km,Avtomat,Xeyr,35 200 AZN
5536,https://turbo.az/autos/8984389-kia-ceed,Kia,Ceed,2011,Boz,1.6,Mühərrik1.6 L / 115 a.g. / Dizel,237 467 km,Mexaniki,Xeyr,15 100 AZN
5537,https://turbo.az/autos/9032696-infiniti-q70s,Infiniti,Q70S,2016,Qara,3.7,Mühərrik3.7 L / 333 a.g. / Benzin,112 000 km,Avtomat,Xeyr,36 000 USD
5538,https://turbo.az/autos/8907407-kia-sorento,Kia,Sorento,2018,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,47 500 km,Avtomat,Xeyr,48 500 AZN
5539,https://turbo.az/autos/9055223-changan-qiyuan-a06,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Mühərrik1.5 L / 325 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 700 USD
5540,https://turbo.az/autos/7690815-fiat-tipo,Fiat,Tipo,2023,Mavi,1.5,Mühərrik1.5 L / 130 a.g. / Hibrid,0 km,Avtomat,Bəli,42 500 AZN
5541,https://turbo.az/autos/7769995-jetour-x90-plus,Jetour,X90 PLUS,2024,Mavi,1.6,Mühərrik1.6 L / 197 a.g. / Benzin,0 km,Avtomat,Bəli,54 700 AZN
5542,https://turbo.az/autos/6613412-fiat-ducato,Fiat,Ducato,2018,Ağ,2.3,Mühərrik2.3 L / 130 a.g. / Dizel,0 km,Mexaniki,Bəli,80 000 AZN
5543,https://turbo.az/autos/9059197-byd-qin-l,BYD,Qin L,2024,Ağ,1.5,Mühərrik1.5 L / 264 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 200 USD
5544,https://turbo.az/autos/9071824-bmw-x5,BMW,X5,2016,Ağ,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,85 950 km,Avtomat,Xeyr,33 500 USD
5545,https://turbo.az/autos/8736359-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,14 900 USD
5546,https://turbo.az/autos/9102359-mercedes-sprinter-316,Mercedes,Sprinter 316,2017,Ağ,2.7,Mühərrik2.7 L / 163 a.g. / Dizel,427 000 km,Mexaniki,Xeyr,69 500 AZN
5547,https://turbo.az/autos/8795111-land-rover-discovery,Land Rover,Discovery,2005,Gümüşü,2.7,Mühərrik2.7 L / 190 a.g. / Dizel,241 400 km,Avtomat,Xeyr,14 800 AZN
5548,https://turbo.az/autos/9096379-byd-qin-plus,BYD,Qin Plus,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,24 800 AZN
5549,https://turbo.az/autos/9049635-mercedes-vito-116,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 163 a.g. / Dizel,194 000 km,Avtomat,Xeyr,63 000 AZN
5550,https://turbo.az/autos/9102295-kia-forte,Kia,Forte,2015,Boz,2.0,Mühərrik2.0 L / 173 a.g. / Benzin,137 478 km,Avtomat,Xeyr,17 800 AZN
5551,https://turbo.az/autos/9105877-mercedes-e-220-d,Mercedes,E 220 d,2007,Gümüşü,2.2,Mühərrik2.2 L / 170 a.g. / Dizel,293 000 km,Avtomat,Xeyr,24 000 AZN
5552,https://turbo.az/autos/9079275-toyota-corolla-fielder,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,174 000 km,Variator,Xeyr,17 400 AZN
5553,https://turbo.az/autos/9029665-bmw-520,BMW,520,2024,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,4 000 km,Avtomat,Xeyr,78 500 USD
5554,https://turbo.az/autos/9044552-bmw-530e,BMW,530e,2021,Ağ,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,35 200 km,Avtomat,Xeyr,51 500 USD
5555,https://turbo.az/autos/9024180-mitsubishi-outlander,Mitsubishi,Outlander,2008,Ağ,3.0,Mühərrik3.0 L / 220 a.g. / Benzin,219 000 km,Avtomat,Xeyr,10 900 USD
5556,https://turbo.az/autos/9093345-land-rover-defender,Land Rover,Defender,2020,Boz,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,96 000 USD
5557,https://turbo.az/autos/9077445-land-rover-range-rover,Land Rover,Range Rover,2019,Qara,3.0,Mühərrik3.0 L / 400 a.g. / Benzin,34 000 km,Avtomat,Xeyr,75 000 USD
5558,https://turbo.az/autos/9045668-bmw-320,BMW,320,2015,Göy,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,185 256 km,Avtomat,Xeyr,8 900 USD
5559,https://turbo.az/autos/9050007-hyundai-santa-fe,Hyundai,Santa Fe,2014,Ağ,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,107 000 km,Avtomat,Xeyr,35 200 AZN
5560,https://turbo.az/autos/8984389-kia-ceed,Kia,Ceed,2011,Boz,1.6,Mühərrik1.6 L / 115 a.g. / Dizel,237 467 km,Mexaniki,Xeyr,15 100 AZN
5561,https://turbo.az/autos/9032696-infiniti-q70s,Infiniti,Q70S,2016,Qara,3.7,Mühərrik3.7 L / 333 a.g. / Benzin,112 000 km,Avtomat,Xeyr,36 000 USD
5562,https://turbo.az/autos/8907407-kia-sorento,Kia,Sorento,2018,Qara,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,47 500 km,Avtomat,Xeyr,48 500 AZN
5563,https://turbo.az/autos/9055223-changan-qiyuan-a06,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Mühərrik1.5 L / 325 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 700 USD
5564,https://turbo.az/autos/7690815-fiat-tipo,Fiat,Tipo,2023,Mavi,1.5,Mühərrik1.5 L / 130 a.g. / Hibrid,0 km,Avtomat,Bəli,42 500 AZN
5565,https://turbo.az/autos/7769995-jetour-x90-plus,Jetour,X90 PLUS,2024,Mavi,1.6,Mühərrik1.6 L / 197 a.g. / Benzin,0 km,Avtomat,Bəli,54 700 AZN
5566,https://turbo.az/autos/6613412-fiat-ducato,Fiat,Ducato,2018,Ağ,2.3,Mühərrik2.3 L / 130 a.g. / Dizel,0 km,Mexaniki,Bəli,80 000 AZN
5567,https://turbo.az/autos/9059197-byd-qin-l,BYD,Qin L,2024,Ağ,1.5,Mühərrik1.5 L / 264 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,19 200 USD
5568,https://turbo.az/autos/9093434-bmw-x5,BMW,X5,2014,Yaş Asfalt,3.0,Mühərrik3.0 L / 313 a.g. / Dizel,184 000 km,Avtomat,Xeyr,30 500 USD
5569,https://turbo.az/autos/9071824-bmw-x5,BMW,X5,2016,Ağ,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,85 950 km,Avtomat,Xeyr,33 500 USD
5570,https://turbo.az/autos/8736359-byd-destroyer-05,BYD,Destroyer 05,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,14 900 USD
5571,https://turbo.az/autos/9102359-mercedes-sprinter-316,Mercedes,Sprinter 316,2017,Ağ,2.7,Mühərrik2.7 L / 163 a.g. / Dizel,427 000 km,Mexaniki,Xeyr,69 500 AZN
5572,https://turbo.az/autos/8795111-land-rover-discovery,Land Rover,Discovery,2005,Gümüşü,2.7,Mühərrik2.7 L / 190 a.g. / Dizel,241 400 km,Avtomat,Xeyr,14 800 AZN
5573,https://turbo.az/autos/9096379-byd-qin-plus,BYD,Qin Plus,2024,Ağ,1.5,Mühərrik1.5 L / 290 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,24 800 AZN
5574,https://turbo.az/autos/9049635-mercedes-vito-116,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 163 a.g. / Dizel,194 000 km,Avtomat,Xeyr,63 000 AZN
5575,https://turbo.az/autos/9102295-kia-forte,Kia,Forte,2015,Boz,2.0,Mühərrik2.0 L / 173 a.g. / Benzin,137 478 km,Avtomat,Xeyr,17 800 AZN
